NC_060925.1	HUMAN
NC_060926.1	HUMAN
NC_060927.1	HUMAN
NC_060928.1	HUMAN
NC_060929.1	HUMAN
NC_060930.1	HUMAN
NC_060931.1	HUMAN
NC_060932.1	HUMAN
NC_060933.1	HUMAN
NC_060934.1	HUMAN
NC_060935.1	HUMAN
NC_060936.1	HUMAN
NC_060937.1	HUMAN
NC_060938.1	HUMAN
NC_060939.1	HUMAN
NC_060940.1	HUMAN
NC_060941.1	HUMAN
NC_060942.1	HUMAN
NC_060943.1	HUMAN
NC_060944.1	HUMAN
NC_060945.1	HUMAN
NC_060946.1	HUMAN
NC_060947.1	HUMAN
NC_060948.1	HUMAN
